time,irradiance,temperature,voltage,current,power,source_site,weather_condition,source_file,date,irradiance_rolling_std,operating_scenario
2023-01-01 11:19:00,501.45,4.1244,117.95,4.187,439.97,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,63.543945813302294,moderate
2023-01-01 11:20:00,467.79,4.0815,117.94,3.9564,412.48,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,71.25806707881998,moderate
2023-01-01 11:21:00,478.87,3.9862,117.9,4.0606,426.85,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,72.3467998568277,moderate
2023-01-01 11:22:00,519.83,3.8444,118.02,4.3939,467.95,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,67.72435243234905,moderate
2023-01-01 11:23:00,479.01,3.6491,117.86,4.0463,423.06,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,65.25619162741839,moderate
2023-01-01 11:24:00,475.38,3.3993,117.85,4.0165,419.35,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,59.35451130605835,moderate
2023-01-01 11:25:00,483.06,3.3796,117.88,3.9594,414.82,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,55.243427775446754,moderate
2023-01-01 11:26:00,500.63,3.3484,117.88,4.0457,422.36,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,48.75724539076507,moderate
2023-01-01 11:27:00,525.33,3.2588,117.99,4.2584,450.4,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,42.70862817923822,moderate
2023-01-01 11:28:00,539.24,3.2653,118.03,4.347,461.41,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,36.26848842150703,moderate
2023-01-01 11:29:00,508.58,3.168,118.01,4.1624,438.24,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,24.683470428223515,moderate
2023-01-01 11:30:00,530.75,3.1109,118.17,4.4697,476.94,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,22.112791277793708,moderate
2023-01-01 11:31:00,553.05,3.1111,118.48,4.5651,488.48,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,25.35574819773021,moderate
2023-01-01 11:32:00,537.99,3.0584,118.08,4.4609,475.74,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,26.653079371810552,moderate
2023-01-01 11:33:00,512.45,3.0956,117.99,4.2874,455.87,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,26.684710300274148,moderate
2023-01-01 11:34:00,493.6,3.1666,117.96,4.1952,441.95,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,26.88930282968861,moderate
2023-01-01 11:35:00,499.56,3.2716,118.0,4.2669,452.0,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,24.742607804199125,moderate
2023-01-01 11:36:00,527.42,3.3406,118.15,4.47,477.31,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,23.649236532528153,moderate
2023-01-01 11:37:00,530.62,3.3511,118.38,4.4815,479.95,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,24.052300117710505,moderate
2023-01-01 11:38:00,492.52,3.2842,118.13,4.1685,441.32,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,22.90994487740532,moderate
2023-01-01 11:39:00,455.97,3.174,117.94,3.9387,407.29,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,25.634022927129617,moderate
2023-01-01 11:40:00,448.55,3.1815,117.96,3.8581,399.71,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,29.710487678516365,moderate
2023-01-01 11:41:00,419.14,3.2106,117.86,3.6322,369.98,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,37.93889332422205,moderate
2023-01-01 11:42:00,418.3,3.2954,118.01,3.5591,362.39,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,43.496829846170385,moderate
2023-01-01 11:43:00,446.42,3.3307,118.14,3.8716,400.4,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,43.78931521120988,moderate
2023-01-01 11:44:00,482.79,3.3054,118.31,4.1636,438.68,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,43.58339742870674,moderate
2023-01-01 11:45:00,576.36,3.334,118.63,4.8488,526.05,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,48.00094381016583,moderate
2023-01-01 11:46:00,582.7,3.3574,118.53,4.886,533.54,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,51.157861910346945,moderate
2023-01-01 11:48:00,584.19,3.3866,118.5,4.8964,532.79,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,61.3383431080277,moderate
2023-01-01 11:49:00,581.8,3.4092,118.29,4.8853,529.82,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,64.41933510397426,moderate
2023-01-01 11:50:00,535.15,3.4117,118.1,4.4795,476.1,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,64.66665802405467,moderate
2023-01-01 11:51:00,552.23,3.3427,118.15,4.6974,506.98,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,65.39523440478808,moderate
2023-01-01 11:52:00,551.29,3.3824,118.16,4.6524,501.04,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,65.98745690334994,moderate
2023-01-01 11:53:00,516.17,3.4379,118.31,4.3559,463.54,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,65.68629270649886,moderate
2023-01-01 11:54:00,500.54,3.4244,118.3,4.2547,451.8,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,63.713092307849955,moderate
2023-01-01 11:55:00,517.71,3.4038,118.35,4.3848,465.96,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,60.61243171244063,moderate
2023-01-01 11:56:00,529.53,3.3816,118.38,4.4761,480.44,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,53.1552719062617,moderate
2023-01-01 11:57:00,560.02,3.3824,118.39,4.7066,505.92,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,43.20094873296904,moderate
2023-01-01 11:58:00,560.46,3.3042,118.36,4.6658,505.43,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,34.47101670071545,moderate
2023-01-01 11:59:00,531.76,3.2622,118.2,4.4658,477.0,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,29.76400881857876,moderate
2023-01-01 12:00:00,554.99,3.2654,118.17,4.6178,496.09,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,29.023481495080674,moderate
2023-01-01 12:01:00,574.32,3.2193,118.15,4.6611,501.66,PVDAQ_10,moderate,system_10_2023_01_01.csv,2023-01-01,28.43833197841142,moderate
