system_id,system_public_name,site_location,timezone_or_utc_offset,latitude,longitude,elevation_m,dc_capacity_kW,kg_climate,pvcz_composite,pvcz_t_rack,pvcz_t_roof,pvcz_humidity,pvcz_wind,tracking,type,azimuth,tilt,first_timestamp,last_timestamp,years,number_records,dataset_size_mb,available_sensor_channels,qa_status,qa_issue,,,,,
11812,Pvoutput.org mandigo array,ZIP: 92122,America/Los_Angeles,32.856447,-117.21143,0,6.1,Bsk,34,4,6,3,0,fixed,unknown,180,24,11/13/2015 6:10,2/10/2025 12:05,9.252,889260,20.35,2,pass,,,,,,
11813,Pvoutput.org KL12S6W,ZIP: 95616,America/Los_Angeles,38.549256,-121.73655,16.64908218,6.03,Csa,34,4,7,3,1,fixed,unknown,225,23,10/18/2020 7:20,2/24/2025 20:05,4.3561,458396,10.49,2,pass,,,,,,
11814,Pvoutput.org Concord-DJE,ZIP: 01742,America/New_York,42.457201,-71.37478,0,6.72,Dfa,33,3,6,3,3,fixed,unknown,180,45,6/6/2012 5:10,1/24/2025 16:45,12.6438,1319512,30.2,2,pass,,,,,,
11817,Pvoutput.org Stone Throw to Dingeman,ZIP: 92131,America/Los_Angeles,32.918035,-117.08438,251.0433807,8.04,Bsk,34,4,6,3,0,fixed,unknown,135,18,2/15/2018 14:50,2/14/2025 12:10,7.0027,731606,16.75,2,pass,,,,,,
11821,Pvoutput.org Camrose Ave,ZIP: 92122,America/Los_Angeles,32.856447,-117.21143,0,4.96,Bsk,34,4,6,3,0,fixed,unknown,270,21,7/7/2016 6:35,2/12/2025 17:15,8.6082,532892,12.2,2,pass,,,,,,
11822,Pvoutput.org Welchs 7.8k Self Install,ZIP: 08094,America/New_York,39.647598,-74.95927,0,7.82,Cfa,34,4,6,3,3,fixed,unknown,225,35,10/3/2016 7:20,2/13/2025 17:50,8.3698,223732,5.12,2,pass,"Filtered time series less than 1.0 years data, Less than 10% daytime values",,,,,
11823,Pvoutput.org TaylorC,ZIP: 92065,America/Los_Angeles,33.035844,-116.8513,0,2.5,Csa,34,4,6,3,0,fixed,unknown,180,30,6/3/2016 5:40,2/12/2025 12:00,8.7013,920922,21.08,2,pass,,,,,,
11824,Pvoutput.org PMeadows,ZIP: 94588,America/Los_Angeles,37.68973,-121.89244,0,5.51,Csb,33,3,6,3,1,fixed,unknown,270,18,9/17/2018 7:00,2/16/2025 17:55,6.4219,669652,15.33,2,pass,,,,,,
11827,Pvoutput.org RHVH_Solar,ZIP: 95030,America/Los_Angeles,37.228594,-121.98396,0,7.56,Csb,25,5,7,2,1,fixed,unknown,90,27,3/4/2015 6:30,2/24/2025 9:15,9.9863,797352,18.25,2,pass,Less than 10% daytime values,,,,,
11831,Pvoutput.org Kolohala St 4kW,ZIP: 96816,Pacific/Honolulu,21.284,-157.79925,61.62408829,4.7,Cfb,35,5,8,3,0,fixed,unknown,135,20,5/15/2014 5:55,1/24/2025 18:10,10.7041,1095438,25.07,2,pass,,,,,,
11832,Pvoutput.org Staten Island - Todt Hill,ZIP: 10304,America/New_York,40.60787,-74.08991,0,6.867,Cfa,33,3,6,3,3,fixed,unknown,180,19,8/23/2018 6:45,2/26/2025 10:50,6.5178,774246,17.72,2,pass,,,,,,
11834,Pvoutput.org WilesRdArray,ZIP: 44903,America/New_York,40.766589,-82.51869,0,22.5,Dfb,33,3,6,3,2,fixed,unknown,180,35,12/16/2012 16:30,2/24/2025 10:50,12.2,858801,19.66,2,pass,,,,,,
11835,Pvoutput.org Great Meadows,ZIP: 01742,America/New_York,42.457201,-71.37478,38.37024689,12.48,Dfa,33,3,6,3,3,fixed,unknown,180,45,4/2/2013 6:25,3/6/2023 17:35,9.9315,986984,22.59,2,pass,,,,,,
11837,Pvoutput.org Brentwood South Facing System,ZIP: 94513,America/Los_Angeles,37.932123,-121.70381,0,5.04,Csb,34,4,7,3,1,fixed,unknown,180,18,10/24/2015 7:20,2/10/2025 9:10,9.3068,1063570,24.34,2,pass,,,,,,
11838,Pvoutput.org Marks House,ZIP: 92130,America/Los_Angeles,32.946776,-117.21918,0,3.64,Bsk,34,4,6,3,0,fixed,unknown,180,1,2/10/2018 6:45,2/14/2025 12:05,7.0164,776070,17.76,2,pass,,,,,,
11839,Pvoutput.org DetHome,ZIP: 55125,America/Chicago,44.921982,-92.94234,0,6.49,Dfa,33,3,5,3,3,fixed,unknown,270,1,10/12/2017 7:35,2/14/2025 12:30,7.3479,223522,5.12,2,fail,less than 1.0 years data,,,,,
11840,Pvoutput.org Busaville,ZIP: 94541,America/Los_Angeles,37.674431,-122.08883,0,6.44,Csb,33,3,6,3,1,fixed,unknown,0,20,6/29/2016 6:00,2/12/2025 17:20,8.6301,955590,21.87,2,pass,,,,,,
11841,Pvoutput.org 30 LG280 + 12 LG300,ZIP: 10502,America/New_York,41.011324,-73.84152,66.45749664,11.76,Cfa,33,3,6,3,3,fixed,unknown,180,1,6/6/2016 5:30,2/11/2025 8:30,8.6904,864238,19.78,2,pass,,,,,,
11844,Pvoutput.org Carlsbad - near LCC,ZIP: 92009,America/Los_Angeles,33.097841,-117.26744,0,4.125,Csa,34,4,6,3,0,fixed,unknown,225,9,3/5/2016 6:30,2/21/2025 13:15,8.9726,892798,20.43,2,pass,,,,,,
11848,Pvoutput.org Thornapple,ZIP: 92620,America/Los_Angeles,33.714889,-117.7633,62.85818863,4.96,Csa,34,4,7,3,0,fixed,unknown,135,20,4/18/2016 6:15,2/11/2025 10:00,8.8246,875164,20.03,2,pass,,,,,,
11853,Pvoutput.org PYSolarSite,ZIP: 55418,America/Chicago,45.019315,-93.24304,0,8.165,Dfb,33,3,5,3,3,fixed,unknown,180,39,11/5/2017 7:20,2/14/2025 12:10,7.2821,633538,14.5,2,pass,,,,,,
11854,Pvoutput.org RoofTotoroStorage,ZIP: 94618,America/Los_Angeles,37.843726,-122.24369,0,5.52,Csb,33,3,6,3,1,fixed,unknown,180,14,11/4/2020 16:55,2/24/2025 17:35,4.3095,407198,9.32,2,pass,,,,,,
11857,Pvoutput.org Leaf Rider,ZIP: 92127,America/Los_Angeles,33.022384,-117.10694,0,7.98,Csa,34,4,6,3,0,fixed,unknown,180,22,2/2/2014 6:35,1/24/2025 17:25,10.9835,1193226,27.31,2,pass,,,,,,
11864,Pvoutput.org Dublin_CA_GHOME,ZIP: 94568,America/Los_Angeles,37.714179,-121.92567,0,3.6,Csb,33,3,6,3,1,fixed,unknown,135,1,4/6/2016 6:45,2/11/2025 8:00,8.8575,938062,21.47,2,pass,,,,,,
11865,Pvoutput.org CA-Reno,ZIP: 95037,America/Los_Angeles,37.137595,-121.66211,0,5.92,Csb,35,5,8,3,1,fixed,unknown,225,1,1/1/2019 7:20,2/17/2025 20:00,6.1342,648554,14.84,2,pass,,,,,,
11867,Pvoutput.org Singa111,ZIP: 02474,America/New_York,42.419496,-71.15635,19.09949684,6.6,Dfa,33,3,6,3,3,fixed,unknown,180,15,5/12/2019 6:05,2/19/2025 19:15,5.7808,520476,11.91,2,pass,,,,,,
11870,Pvoutput.org Haraldson Solaredge,ZIP: 59715,America/Denver,45.707153,-110.9878,0,4.69,Dfb,12,2,5,1,0,fixed,unknown,180,38,12/23/2018 12:35,2/15/2025 19:35,6.1534,593274,13.58,2,pass,,,,,,
11872,Pvoutput.org Bethesda Home,ZIP: 20817,America/New_York,38.996842,-77.13519,77.34028625,17.98,Cfa,34,4,7,3,3,fixed,unknown,135,23,5/10/2020 5:50,2/23/2025 20:00,4.7945,503432,11.52,2,pass,,,,,,
11875,Pvoutput.org Sangli Srivatsa - Fremont CA,ZIP: 94539,America/Los_Angeles,37.515014,-121.92916,0,3.575,Csb,34,4,7,3,1,fixed,unknown,90,25,3/5/2017 7:15,2/13/2025 17:30,7.9506,505228,11.56,2,pass,Less than 10% daytime values,,,,,
11876,Pvoutput.org chy - Milpitas CA,ZIP: 95035,America/Los_Angeles,37.436451,-121.89438,0,2.97,Csb,34,4,7,3,1,fixed,unknown,135,18,3/22/2016 13:15,2/9/2025 17:45,8.8931,703522,16.1,2,pass,Less than 10% daytime values,,,,,
11879,Pvoutput.org 58 Elsinore,ZIP: 01742,America/New_York,42.457201,-71.37478,0,4.16,Dfa,33,3,6,3,3,fixed,unknown,225,45,10/28/2013 7:10,1/24/2025 17:00,11.2493,1138572,26.06,2,pass,,,,,,
11880,Pvoutput.org 1592 KIHEI SOLARE 9300,ZIP: 96753,Pacific/Honolulu,20.771418,-156.45769,0,9.3,Cfb,33,3,6,3,0,fixed,unknown,225,8,5/9/2018 5:50,2/15/2025 9:00,6.778,254644,5.83,2,fail,less than 1.0 years data,,,,,
11881,Pvoutput.org Shakedown Street,ZIP: 95118,America/Los_Angeles,37.257643,-121.89072,0,5.5,Csb,25,5,7,2,1,fixed,unknown,225,1,1/25/2016 7:15,2/10/2025 15:05,9.052,964408,22.07,2,pass,,,,,,
11882,Pvoutput.org Home Salcon,ZIP: 78749,America/Chicago,30.216108,-97.85828,0,7.35,Cfa,45,5,8,4,2,fixed,unknown,180,27,6/22/2013 6:15,1/24/2025 17:55,11.6,1030240,23.58,2,pass,,,,,,
11883,Pvoutput.org SolarEdge-Panasonic,ZIP: 91791,America/Los_Angeles,34.063645,-117.89743,0,12.87,Csb,33,3,6,3,1,fixed,unknown,180,16,6/23/2019 5:45,2/20/2025 17:45,5.6684,238698,5.46,2,pass,,,,,,
11884,Pvoutput.org Kitty Kat Solar,ZIP: 04021,America/New_York,43.781048,-70.223579,0,13.035,Dfb,33,3,6,3,3,fixed,unknown,180,45,12/1/2020 7:50,2/25/2025 13:45,4.2383,149036,3.41,2,fail,less than 1.0 years data,,,,,
11885,Pvoutput.org DaileySuperiorCO,ZIP: 80027,America/Denver,39.963322,-105.15053,1652.250977,4.62,Dfb,11,1,4,1,3,fixed,unknown,225,27,12/10/2018 7:05,2/17/2025 16:15,6.1945,696408,15.94,2,pass,,,,,,
11886,Pvoutput.org zE1 Plan,ZIP: 95747,America/Los_Angeles,38.768829,-121.33629,38.27200699,11.55,Csa,33,3,6,3,1,fixed,unknown,180,20,12/31/2017 6:35,2/14/2025 11:55,7.1287,1000890,22.91,2,pass,,,,,,
11888,Pvoutput.org WHSunny,ZIP: 94506,America/Los_Angeles,37.804064,-121.91202,0,7.685,Csb,33,3,6,3,1,fixed,unknown,180,0,9/23/2020 7:30,2/24/2025 22:00,4.4246,336988,7.71,2,pass,,,,,,
11892,Pvoutput.org Russia House au Soleil,ZIP: 94112,America/Los_Angeles,37.720931,-122.44241,0,0.95,Csb,33,3,6,3,1,fixed,unknown,0,1,7/14/2015 6:20,1/24/2025 17:20,9.5397,846138,19.37,2,pass,Less than 10% daytime values,,,,,
11893,Pvoutput.org Rendezvous Totals,ZIP: 96145,America/Los_Angeles,39.177383,-120.14607,0,9.3,Csb,35,5,8,3,1,fixed,unknown,135,1,5/16/2018 6:00,1/24/2025 17:05,6.6986,736630,16.86,2,pass,,,,,,
11894,Pvoutput.org FightingThePool,ZIP: 95959,America/Los_Angeles,39.299405,-120.95144,0,7,Csb,34,4,7,3,1,fixed,unknown,180,1,2/17/2016 8:50,2/10/2025 17:25,8.989,868958,19.89,2,pass,,,,,,
11895,Pvoutput.org DisneyHQ2-All,ZIP: 14086,America/New_York,42.904258,-78.65519,0,8.82,Dfb,33,3,5,3,3,fixed,unknown,225,1,3/12/2018 10:25,2/21/2025 18:40,6.9534,728200,16.67,2,pass,,,,,,
11896,Pvoutput.org SolisCaptura,ZIP: 95742,America/Los_Angeles,38.607756,-121.18367,0,2.268,Csa,34,4,7,3,1,fixed,unknown,180,22.26,1/22/2020 8:20,2/23/2025 7:55,5.0931,492198,11.27,2,pass,,,,,,
11897,Pvoutput.org Home (Fairview),ZIP: 94550,America/Los_Angeles,37.65778,-121.73011,190.5894623,8.28,Csb,33,3,6,3,1,fixed,unknown,90,22,9/19/2018 6:55,2/16/2025 22:00,6.4164,816098,18.68,2,pass,,,,,,
11900,Pvoutput.org Griggs Residence,ZIP: 93711,America/Los_Angeles,36.831723,-119.83198,0,9.18,Bsk,34,4,7,3,1,fixed,unknown,180,15,7/18/2018 5:55,2/16/2025 17:45,6.589,743872,17.03,2,pass,,,,,,
11902,Pvoutput.org PaseoOlivos,ZIP: 95070,America/Los_Angeles,37.270543,-122.02305,0,8.45,Csb,25,5,7,2,1,fixed,unknown,270,20,8/25/2019 6:50,2/22/2025 14:30,5.5013,575492,13.17,2,pass,,,,,,
11904,Pvoutput.org 5293 Home,ZIP: 80249,America/Denver,39.793686,-104.73913,1655.996826,9.45,Bsk,13,3,5,1,0,fixed,unknown,225,60,2/22/2021 6:30,2/25/2025 17:45,4.0109,587216,13.44,2,pass,,,,,,
11906,Pvoutput.org Manning SWLA,ZIP: 70634,America/Chicago,30.818441,-93.270034,0,24.96,Cfa,45,5,7,4,4,fixed,unknown,180,31,11/14/2012 6:10,1/24/2025 17:35,12.2027,890834,20.39,2,pass,,,,,,
11907,Pvoutput.org PrestonDelSur,ZIP: 92127,America/Los_Angeles,33.022384,-117.10694,181.1493378,5.4,Csa,34,4,6,3,0,fixed,unknown,225,16,1/29/2019 6:50,2/17/2025 22:00,6.0575,274162,6.28,2,fail,less than 1.0 years data,,,,,
11908,Pvoutput.org GH LG Array,ZIP: 92082,America/Los_Angeles,33.261748,-117.01027,0,7.8,Csa,34,4,7,3,0,fixed,unknown,180,1,7/29/2015 12:00,2/24/2025 19:50,9.5835,480292,10.99,2,pass,Less than 10% daytime values,,,,,
11909,Pvoutput.org ICS Tesla+2PW,ZIP: 60068,America/Chicago,42.01183,-87.84158,0,8.82,Dfa,33,3,6,3,3,fixed,unknown,180,20,9/30/2020 6:45,2/24/2025 15:45,4.4054,194504,4.45,2,pass,,,,,,
11911,Pvoutput.org Better USA,ZIP: 02474,America/New_York,42.419496,-71.15635,0,7.3,Dfa,33,3,6,3,3,fixed,unknown,180,40,10/5/2018 6:50,2/17/2025 12:15,6.3753,774828,17.73,2,pass,,,,,,
11912,Pvoutput.org SkyNRG19,ZIP: 22150,America/New_York,38.778243,-77.18562,0,15.19,Cfa,34,4,7,3,3,fixed,unknown,180,30,2/19/2020 10:40,2/23/2025 17:55,5.0164,486024,11.12,2,pass,,,,,,
11913,Pvoutput.org Lowe Residence,ZIP: 92127,America/Los_Angeles,33.022384,-117.10694,0,5.355,Csa,34,4,6,3,0,fixed,unknown,135,21,4/23/2016 6:10,2/11/2025 12:45,8.8109,933852,21.37,2,pass,,,,,,
11914,Pvoutput.org Gs SPanels,ZIP: 84108,America/Denver,40.744646,-111.81123,1528.723877,6,Dfb,24,4,7,2,2,fixed,unknown,180,20,11/30/2017 7:45,2/14/2025 10:50,7.2136,702788,16.09,2,pass,,,,,,
11916,Pvoutput.org Maryland BJMSAM House,ZIP: 21771,America/New_York,39.381295,-77.15867,0,9.69,Cfa,34,4,6,3,3,fixed,unknown,180,23,2/25/2021 7:05,2/25/2025 20:05,4.0027,398564,9.12,2,pass,,,,,,
11919,Pvoutput.org MADone,ZIP: 92064,America/Los_Angeles,32.973645,-117.03701,0,6.867,Bsk,34,4,6,3,0,fixed,unknown,180,1,7/1/2015 5:45,3/22/2023 12:30,7.7287,695204,15.91,2,pass,,,,,,
11921,Pvoutput.org EboPower,ZIP: 92078,America/Los_Angeles,33.122029,-117.15605,290.0811462,3.5,Csa,34,4,6,3,0,fixed,unknown,180,1,9/5/2015 5:50,2/10/2025 8:05,9.441,833854,19.09,2,pass,,,,,,
11922,Pvoutput.org Watt Minney,ZIP: 92127,America/Los_Angeles,33.022384,-117.10694,0,2.86,Csa,34,4,6,3,0,fixed,unknown,180,1,8/27/2018 5:05,2/16/2025 22:00,6.4794,383388,8.78,2,fail,less than 1.0 years data,,,,,
11924,Pvoutput.org Kamungus,ZIP: 94062,America/Los_Angeles,37.444879,-122.26253,0,21.6,Csb,34,4,7,3,1,fixed,unknown,225,30,12/16/2018 14:25,2/17/2025 18:10,6.178,620186,14.19,2,pass,,,,,,
11927,Pvoutput.org Serratos Residence,ZIP: 91350,America/Los_Angeles,34.481172,-118.42821,0,9.15,Csb,34,4,7,3,1,fixed,unknown,270,1,2/20/2018 7:05,3/6/2023 18:05,5.041,515900,11.81,2,pass,,,,,,
11928,Pvoutput.org STL,ZIP: 92119,America/Los_Angeles,32.80225,-117.02431,0,3.7,Bsk,34,4,6,3,0,fixed,unknown,0,1,11/24/2019 6:20,2/17/2025 16:00,5.2383,538350,12.32,2,pass,,,,,,
11929,Pvoutput.org 94087 Home,ZIP: 94087,America/Los_Angeles,37.350091,-122.03602,0,6.66,Csb,25,5,7,2,1,fixed,unknown,180,19,2/8/2020 7:30,2/23/2025 12:45,5.0465,667730,15.28,2,pass,,,,,,
11930,Pvoutput.org BeverDamITW,ZIP: 22032,America/New_York,38.821753,-77.29293,0,5.4,Cfa,34,4,7,3,3,fixed,unknown,180,22,1/3/2020 15:35,2/23/2025 9:35,5.1452,814480,18.64,2,pass,,,,,,
11932,Pvoutput.org Blaney Solar,ZIP: 95129,America/Los_Angeles,37.307742,-121.99976,63.23207474,3.5,Csb,25,5,7,2,1,fixed,unknown,270,18,6/9/2020 10:55,2/16/2025 17:40,4.6931,491780,11.26,2,pass,,,,,,
11933,Pvoutput.org 1Corbett,ZIP: 01803,America/New_York,42.506362,-71.20008,0,7.92,Dfb,33,3,6,3,3,fixed,unknown,225,18,8/29/2019 6:20,2/22/2025 18:25,5.4904,543892,12.45,2,pass,,,,,,
11936,Pvoutput.org Green Juice,ZIP: 10603,America/New_York,41.053182,-73.77672,0,11.315,Cfa,33,3,6,3,3,fixed,unknown,90,0,7/19/2018 6:00,2/16/2025 19:15,6.5863,216836,4.96,2,pass,,,,,,
11937,Pvoutput.org phillysolarbiker,ZIP: 19119,America/New_York,40.053511,-75.18858,0,6.75,Cfa,34,4,6,3,3,fixed,unknown,135,10,12/19/2019 9:55,2/22/2025 22:00,5.1835,686308,15.71,2,pass,,,,,,
11939,Pvoutput.org SanJoseGreenHome,ZIP: 95135,America/Los_Angeles,37.299474,-121.75446,0,6.6,Csb,25,5,7,2,1,fixed,unknown,0,15,12/28/2018 7:20,2/14/2025 11:45,6.1369,626814,14.35,2,pass,,,,,,
11940,Pvoutput.org JerrySt,ZIP: 90703,America/Los_Angeles,33.868314,-118.06754,0,7.37,Csa,33,3,6,3,1,fixed,unknown,270,14,1/4/2018 6:55,2/14/2025 11:45,7.1178,893050,20.44,2,pass,,,,,,
11943,Pvoutput.org Lawrence Drive,ZIP: 94546,America/Los_Angeles,37.702063,-122.07934,0,5.355,Csb,33,3,6,3,1,fixed,unknown,180,30,2/19/2016 11:50,2/10/2025 20:05,8.9835,1179544,27,2,pass,,,,,,
11944,Pvoutput.org Reichle Austin Solar,ZIP: 78749,America/Chicago,30.216108,-97.85828,236.9563904,5.2,Cfa,45,5,8,4,2,fixed,unknown,180,22.6,10/27/2015 18:00,2/9/2025 19:45,9.2958,826480,18.92,2,pass,,,,,,
11946,Pvoutput.org dbh,ZIP: 33950,America/New_York,26.914393,-82.04106,0,10.5,Cfa,45,5,7,4,4,fixed,unknown,135,1,7/1/2019 6:20,2/21/2025 19:15,5.6493,486276,11.13,2,pass,,,,,,
11947,Pvoutput.org N. Volonino Solar,ZIP: 14626,America/New_York,43.214613,-77.70626,124.6604919,5.98,Dfb,33,3,5,3,3,fixed,unknown,225,34,10/19/2015 7:45,2/9/2025 17:00,9.3178,800076,18.31,2,pass,,,,,,
11949,Pvoutput.org Bhalla-Delsur,ZIP: 92127,America/Los_Angeles,33.022384,-117.10694,0,4.505,Csa,34,4,6,3,0,fixed,unknown,225,17,7/14/2016 6:05,2/13/2025 9:20,8.5917,798574,18.28,2,pass,,,,,,
11951,Pvoutput.org 2427,ZIP: 93230,America/Los_Angeles,36.327063,-119.6451,0,3.52,Bsk,34,4,7,3,1,fixed,unknown,180,20,6/2/2020 5:50,2/24/2025 11:30,4.7342,635432,14.54,2,pass,,,,,,
11952,Pvoutput.org Clothesline,ZIP: 01742,America/New_York,42.457201,-71.37478,38.37024689,6.48,Dfa,33,3,6,3,3,fixed,unknown,180,45,9/25/2012 6:35,1/24/2025 16:55,12.3397,1187266,27.17,2,pass,,,,,,
11955,Pvoutput.org Fota Energy & Storage Co,ZIP: 92129,America/Los_Angeles,32.945419,-117.126151,0,6.3,Bsk,34,4,6,3,0,fixed,unknown,180,1,2/23/2018 6:20,2/14/2025 13:40,6.9808,552216,12.64,2,pass,,,,,,
11957,Pvoutput.org TM-Main-cw,ZIP: 92592,America/Los_Angeles,33.495343,-117.07657,0,5.61,Csa,34,4,7,3,0,fixed,unknown,225,23,4/23/2018 6:35,2/14/2025 17:45,6.8191,675416,15.46,2,pass,,,,,,
11958,Pvoutput.org duboce,ZIP: 94117,America/Los_Angeles,37.770937,-122.44276,0,4.8,Csb,33,3,6,3,1,fixed,unknown,225,45,11/3/2019 6:35,2/22/2025 19:45,5.3095,429640,9.83,2,pass,,,,,,
11960,Pvoutput.org ZSolarPowerwall2,ZIP: 92009,America/Los_Angeles,33.097841,-117.26744,24.86873055,8.71,Csa,34,4,6,3,0,fixed,unknown,225,10,10/7/2019 6:10,2/22/2025 21:40,5.3835,726976,16.64,2,pass,,,,,,
11964,Pvoutput.org HashmalMeHaShemesh,ZIP: 95125,America/Los_Angeles,37.295092,-121.89649,0,3.96,Csb,25,5,7,2,1,fixed,unknown,180,23,10/27/2018 7:30,2/17/2025 10:35,6.315,658750,15.08,2,pass,,,,,,
11967,Pvoutput.org solargeeks,ZIP: 01742,America/New_York,42.457201,-71.37478,0,14.3,Dfa,33,3,6,3,3,fixed,unknown,225,45,9/20/2013 5:55,1/24/2025 17:00,11.3534,1158492,26.52,2,pass,,,,,,
11968,Pvoutput.org Ernzer Solar,ZIP: 49448,America/Detroit,43.091183,-86.07346,0,8.58,Dfb,33,3,6,3,3,fixed,unknown,135,30,10/31/2020 17:50,2/25/2025 8:30,4.3232,500574,11.46,2,pass,,,,,,
11969,Pvoutput.org SolarWhite,ZIP: 92007,America/Los_Angeles,33.026742,-117.27816,0,6.9,Csa,34,4,6,3,0,fixed,unknown,225,20,2/9/2017 10:00,2/13/2025 17:15,8.0164,836196,19.14,2,pass,,,,,,
11970,Pvoutput.org Andys Place2,ZIP: 47805,America/Indiana/Indianapolis,39.535285,-87.35222,148.8011169,3.6,Cfa,34,4,6,3,3,fixed,unknown,180,1,6/26/2019 14:30,2/20/2025 18:25,5.6602,548750,12.56,2,pass,,,,,,
11971,Pvoutput.org Wiggins Solar Power Plant,ZIP: 01742,America/New_York,42.457201,-71.37478,38.37024689,4.5,Dfa,33,3,6,3,3,fixed,unknown,180,1,3/6/2014 6:15,1/24/2025 16:50,10.8958,1095234,25.07,2,pass,,,,,,
11975,Pvoutput.org Jerold V. Pueblo West,ZIP: 81007,America/Denver,38.333601,-104.74329,0,12.6,Bsk,23,3,7,2,3,fixed,unknown,180,25.9,5/19/2020 5:55,2/14/2025 15:05,4.7452,496712,11.37,2,pass,,,,,,
11976,Pvoutput.org CVmicroinverters,ZIP: 92130,America/Los_Angeles,32.946776,-117.21918,0,6.71,Bsk,34,4,6,3,0,fixed,unknown,135,23,4/26/2016 6:05,2/11/2025 13:20,8.8027,964072,22.07,2,pass,,,,,,
11978,Pvoutput.org Palmer power plant,ZIP: 34772,America/New_York,28.198441,-81.27246,0,16.12,Cfa,45,5,8,4,4,fixed,unknown,90,1,3/1/2020 6:35,2/23/2025 19:00,4.9863,533212,12.2,2,pass,,,,,,
11980,Pvoutput.org Home858,ZIP: 92127,America/Los_Angeles,33.022384,-117.10694,181.1493378,1.24,Csa,34,4,6,3,0,fixed,unknown,225,25,1/25/2018 16:45,2/14/2025 12:25,7.0602,606498,13.88,2,pass,Less than 10% daytime values,,,,,
11984,Pvoutput.org SolarMonster,ZIP: 91356,America/Los_Angeles,34.164255,-118.54472,0,10.05,Csb,34,4,7,3,1,fixed,unknown,135,14,3/6/2019 6:40,2/17/2025 22:00,5.9589,270472,6.19,2,fail,less than 1.0 years data,,,,,
11985,Pvoutput.org Octavius Lab,ZIP: 92065,America/Los_Angeles,33.035844,-116.8513,0,7.59,Csa,34,4,6,3,0,fixed,unknown,270,1,11/21/2018 9:50,2/17/2025 14:30,6.2465,480762,11,2,pass,,,,,,
11986,Pvoutput.org Tatsu Solar,ZIP: 01810,America/New_York,42.646942,-71.1513,0,12.98,Dfb,33,3,6,3,3,fixed,unknown,225,10,7/24/2019 9:50,2/22/2025 12:00,5.589,754744,17.27,2,pass,,,,,,
11987,Pvoutput.org SolArev,ZIP: 01742,America/New_York,42.457201,-71.37478,0,8.215,Dfa,33,3,6,3,3,fixed,unknown,225,1,4/19/2014 6:05,1/24/2025 22:00,10.7753,956062,21.88,2,pass,,,,,,
11988,Pvoutput.org SummerChild,ZIP: 01742,America/New_York,42.457201,-71.37478,38.37024689,4.24,Dfa,33,3,6,3,3,fixed,unknown,135,1,11/7/2013 6:45,3/7/2023 17:45,9.3342,739734,16.93,2,pass,,,,,,
11990,Pvoutput.org Solar4Andover_7.25k,ZIP: 01810,America/New_York,42.646942,-71.1513,0,7.83,Dfb,33,3,6,3,3,fixed,unknown,135,40,4/15/2015 6:00,1/24/2025 17:00,9.7863,1012586,23.18,2,pass,,,,,,
11991,Pvoutput.org Vineyard,ZIP: 94024,America/Los_Angeles,37.353741,-122.08717,0,5.886,Csb,25,5,7,2,1,fixed,unknown,270,18,3/25/2015 7:15,2/24/2025 9:00,9.9287,355074,8.13,2,pass,,,,,,
11995,Pvoutput.org Jason & Simone Solar System,ZIP: 78745,America/Chicago,30.1972,-97.82556,0,5.04,Cfa,45,5,8,4,2,fixed,unknown,135,25,5/11/2012 6:55,1/24/2025 16:00,12.715,811838,18.58,2,pass,,,,,,
11996,Pvoutput.org Bigger_Home2,ZIP: 91384,America/Los_Angeles,34.478797,-118.65255,486.8535767,18.55,Csb,34,4,7,3,1,fixed,unknown,180,5,2/7/2020 6:50,2/23/2025 9:35,5.0493,536796,12.29,2,pass,,,,,,
11998,Pvoutput.org Solar Pi,ZIP: 80238,America/Denver,39.738752,-104.408349,0,7.15,Bsk,12,2,5,1,0,fixed,unknown,180,24,4/12/2014 15:50,2/24/2025 9:40,10.8794,644744,14.76,2,pass,,,,,,
11999,Pvoutput.org WHCombo,ZIP: 94506,America/Los_Angeles,37.804064,-121.91202,0,7.685,Csb,33,3,6,3,1,fixed,unknown,180,1,9/23/2020 7:30,2/15/2025 16:50,4.4,536832,12.29,2,pass,,,,,,
12001,Pvoutput.org Pallikala Sree - San Jose CA,ZIP: 95120,America/Los_Angeles,37.213624,-121.85671,0,4.32,Csb,25,5,7,2,1,fixed,unknown,270,23,1/18/2016 13:30,2/9/2025 17:45,9.0684,756178,17.31,2,pass,Less than 10% daytime values,,,,,
12003,Pvoutput.org Artondale 9.49kw solar array,ZIP: 98335,America/Los_Angeles,47.301252,-122.60562,0,9.49,Csb,32,2,5,3,1,fixed,unknown,180,27,12/3/2020 7:20,2/25/2025 10:45,4.2328,568020,13,2,pass,,,,,,
12005,Pvoutput.org Chula Vista RHR,ZIP: 91914,America/Los_Angeles,32.662563,-116.95413,0,8.25,Csa,34,4,6,3,0,fixed,unknown,90,1,12/6/2018 13:45,2/17/2025 16:30,6.2054,658100,15.06,2,pass,,,,,,
12006,Pvoutput.org LG10360W,ZIP: 01701,America/New_York,42.318695,-71.42344,57.64004517,10.36,Dfa,33,3,6,3,3,fixed,unknown,135,32,9/10/2019 7:20,2/22/2025 19:15,5.4575,543936,12.45,2,pass,,,,,,
12007,Pvoutput.org SkyNRG14,ZIP: 22182,America/New_York,38.922478,-77.2566,0,7.848,Cfa,34,4,7,3,3,fixed,unknown,90,30,7/14/2019 6:15,2/21/2025 15:10,5.6136,539432,12.35,2,pass,,,,,,
